ArGa_DQB_F	Contig48	100.00	18	0	0	1	18	1937394	1937377	0.33	34.4
ArGa_DQB_F	Contig315	100.00	17	0	0	1	17	2597304	2597320	1.2	32.5
ArGa_DQB_F	Contig352	100.00	16	0	0	2	17	3041542	3041557	4.3	30.7
ArGa_DQB_F	Contig319	100.00	16	0	0	1	16	1195709	1195724	4.3	30.7
ArGa_DQB_R	Contig48	100.00	20	0	0	1	20	1936936	1936955	0.026	38.1
ArGa_DQB_R	Contig13	100.00	17	0	0	2	18	1483690	1483674	1.2	32.5
ArGa_DQB_R	Contig1280	100.00	16	0	0	5	20	4829	4844	4.3	30.7
ArGa_DQB_R	Contig447	100.00	16	0	0	1	16	1179149	1179164	4.3	30.7
ArGa_DQB_R	Contig446	100.00	16	0	0	1	16	341182	341197	4.3	30.7
ArGa_DQB_R	Contig320	100.00	16	0	0	2	17	903136	903121	4.3	30.7
ArGa_DQB_R	Contig200	100.00	16	0	0	5	20	3229761	3229746	4.3	30.7
ArGa_DQB_R	Contig196	100.00	16	0	0	3	18	686711	686696	4.3	30.7
ArGa_DQB_R	Contig185	100.00	16	0	0	4	19	615367	615352	4.3	30.7
ArGa_DQB_R	Contig151	100.00	16	0	0	4	19	7866977	7866992	4.3	30.7
ArGa_DQB_R	Contig151	100.00	16	0	0	4	19	7867159	7867174	4.3	30.7
ArGa_DQB_R	Contig101	100.00	16	0	0	3	18	4285118	4285133	4.3	30.7
ArGa_DQB_R	Contig75	100.00	16	0	0	5	20	4452616	4452631	4.3	30.7
ArGa_DQB_R	Contig60	100.00	16	0	0	2	17	6149375	6149390	4.3	30.7
ArGa_DQB_R	Contig30	100.00	16	0	0	5	20	14510741	14510726	4.3	30.7
ArGa_DQB_R	Contig14	95.00	20	0	1	2	20	4723177	4723158	4.3	30.7
